time;aussen
00:07:15;11.9
00:07:17;11.9
00:07:21;11.9
00:17:15;11.9
00:17:18;11.9
00:27:15;11.9
00:27:17;11.9
00:27:18;11.9
00:27:19;11.9
00:37:18;11.9
00:37:19;11.9
00:47:15;11.9
00:47:19;11.9
00:47:23;11.9
00:57:14;11.8
00:57:15;11.8
00:57:16;11.8
00:57:18;11.8
00:57:23;11.8
01:07:23;11.8
01:17:15;11.8
01:17:16;11.8
01:17:19;11.8
01:17:23;11.8
01:27:14;11.9
01:27:16;11.9
01:27:19;11.9
01:27:23;11.9
01:37:14;12.0
01:37:15;12.0
01:37:21;12.0
01:37:23;12.0
01:47:14;11.9
01:47:21;11.9
01:47:23;11.9
01:57:21;11.9
01:57:23;11.9
02:07:15;11.9
02:07:16;11.9
02:07:23;11.9
02:27:15;11.9
02:27:23;11.9
02:37:15;11.9
02:37:19;11.9
02:37:23;11.9
02:47:19;11.9
02:47:21;11.9
02:47:23;11.9
02:57:14;11.7
02:57:15;11.7
02:57:19;11.7
02:57:21;11.7
02:57:23;11.7
03:07:15;11.7
03:07:19;11.7
03:07:21;11.7
03:17:14;11.6
03:17:15;11.6
03:17:16;11.6
03:17:17;11.6
03:17:18;11.6
03:17:19;11.6
03:17:21;11.6
03:17:23;11.6
03:27:17;11.6
03:27:19;11.6
03:27:21;11.6
03:37:14;11.4
03:37:15;11.4
03:37:17;11.4
03:37:19;11.4
03:37:21;11.4
03:37:23;11.4
03:47:14;11.1
03:47:15;11.1
03:47:17;11.1
03:47:18;11.1
03:47:19;11.1
03:47:21;11.1
03:47:23;11.1
03:57:14;10.9
03:57:18;10.9
03:57:19;10.9
03:57:21;10.9
03:57:23;10.9
04:07:14;10.6
04:07:15;10.6
04:07:18;10.6
04:07:19;10.6
04:17:14;10.4
04:17:15;10.4
04:17:18;10.4
04:17:19;10.4
04:17:21;10.4
04:17:23;10.4
04:27:14;10.2
04:27:15;10.2
04:27:18;10.2
04:27:19;10.2
04:37:14;10.0
04:37:18;10.0
04:37:19;10.0
04:37:21;10.0
04:37:23;10.0
04:47:14;9.8
04:47:15;9.8
04:47:18;9.8
04:47:21;9.8
04:47:23;9.8
04:57:14;9.9
04:57:16;9.9
04:57:18;9.9
04:57:19;9.9
04:57:23;9.9
05:07:14;10.1
05:07:15;10.1
05:07:17;10.1
05:07:18;10.1
05:17:14;10.3
05:17:15;10.3
05:17:18;10.3
05:17:23;10.3
05:27:14;10.1
05:27:15;10.1
05:27:21;10.1
05:27:23;10.1
05:37:14;10.2
05:37:15;10.2
05:37:16;10.2
