time;aussen
00:07:12;7.4
00:07:13;7.4
00:07:16;7.4
00:07:20;7.4
00:17:11;7.2
00:17:14;7.2
00:17:15;7.2
00:17:18;7.2
00:17:20;7.2
00:27:14;7.2
00:27:20;7.2
00:37:14;7.2
00:37:16;7.2
00:47:13;7.2
00:57:12;7.2
00:57:13;7.2
00:57:14;7.2
00:57:15;7.2
00:57:16;7.2
00:57:18;7.2
00:57:20;7.2
01:07:12;7.2
01:07:14;7.2
01:07:16;7.2
01:07:20;7.2
01:17:11;7.0
01:17:12;7.0
01:17:13;7.0
01:17:14;7.0
01:17:15;7.0
01:17:16;7.0
01:17:18;7.0
01:17:20;7.0
01:27:11;6.9
01:27:12;6.9
01:27:16;6.9
01:27:20;6.9
01:37:11;6.8
01:37:12;6.8
01:37:13;6.8
01:37:16;6.8
01:37:18;6.8
01:37:20;6.8
01:47:12;6.8
01:47:13;6.8
01:47:14;6.8
01:47:15;6.8
01:47:16;6.8
01:47:20;6.8
01:57:11;6.6
01:57:12;6.6
01:57:13;6.6
01:57:16;6.6
01:57:18;6.6
01:57:20;6.6
02:07:11;6.2
02:07:13;6.2
02:07:15;6.2
02:07:16;6.2
02:07:18;6.2
02:07:20;6.2
02:17:11;5.9
02:17:12;5.9
02:17:15;5.9
02:17:16;5.9
02:17:18;5.9
02:17:20;5.9
02:27:11;6.1
02:27:13;6.1
02:27:14;6.1
02:27:15;6.1
02:27:16;6.1
02:27:18;6.1
02:27:20;6.1
02:37:11;6.0
02:37:12;6.0
02:37:13;6.0
02:37:18;6.0
02:37:20;6.0
02:47:12;6.0
02:47:13;6.0
02:47:18;6.0
02:47:20;6.0
02:57:11;5.9
02:57:15;5.9
02:57:18;5.9
02:57:20;5.9
03:07:11;5.6
03:07:12;5.6
03:07:14;5.6
03:07:15;5.6
03:07:16;5.6
03:07:20;5.6
03:17:11;5.8
03:17:13;5.8
03:17:15;5.8
03:17:16;5.8
03:17:18;5.8
03:17:20;5.8
03:27:11;5.4
03:27:12;5.4
03:27:13;5.4
03:27:15;5.4
03:27:16;5.4
03:27:18;5.4
03:27:20;5.4
03:37:11;5.1
03:37:12;5.1
03:37:13;5.1
03:37:14;5.1
03:37:15;5.1
03:37:20;5.1
03:47:11;5.2
03:47:15;5.2
03:47:16;5.2
03:47:18;5.2
03:47:20;5.2
