time;aussen
00:07:09;11.4
00:07:10;11.4
00:07:11;11.4
00:17:10;11.4
00:27:08;11.4
00:27:10;11.4
00:27:16;11.4
00:37:08;11.4
00:37:09;11.4
00:37:11;11.4
00:37:16;11.4
00:47:07;11.3
00:47:08;11.3
00:47:09;11.3
00:47:10;11.3
00:47:11;11.3
00:47:12;11.3
00:47:16;11.3
00:57:07;10.6
00:57:11;10.6
00:57:12;10.6
00:57:14;10.6
00:57:16;10.6
01:07:07;10.2
01:07:12;10.2
01:07:14;10.2
01:07:16;10.2
01:17:07;9.9
01:17:09;9.9
01:17:10;9.9
01:17:11;9.9
01:17:12;9.9
01:17:14;9.9
01:17:16;9.9
01:27:07;9.8
01:27:08;9.8
01:27:09;9.8
01:27:11;9.8
01:27:14;9.8
01:27:16;9.8
01:37:08;9.8
01:37:12;9.8
01:37:14;9.8
01:37:16;9.8
01:47:07;9.5
01:47:09;9.5
01:47:12;9.5
01:47:16;9.5
01:57:08;9.5
01:57:10;9.5
01:57:11;9.5
01:57:12;9.5
01:57:16;9.5
02:07:07;9.4
02:07:08;9.4
02:07:10;9.4
02:07:11;9.4
02:07:12;9.4
02:07:16;9.4
02:17:08;9.4
02:17:09;9.4
02:17:11;9.4
02:17:12;9.4
02:17:16;9.4
02:27:07;9.8
02:27:08;9.8
02:27:09;9.8
02:27:10;9.8
02:27:11;9.8
02:27:12;9.8
02:27:16;9.8
02:37:07;9.7
02:37:08;9.7
02:37:11;9.7
02:37:12;9.7
02:37:16;9.7
02:47:07;9.5
02:47:08;9.5
02:47:09;9.5
02:47:12;9.5
02:47:16;9.5
02:57:07;9.2
02:57:09;9.2
02:57:14;9.2
02:57:16;9.2
03:07:07;9.1
03:07:08;9.1
03:07:10;9.1
03:07:11;9.1
03:07:16;9.1
03:17:07;9.2
03:17:08;9.2
03:17:09;9.2
03:17:16;9.2
03:27:07;9.3
03:27:11;9.3
03:27:12;9.3
03:37:07;9.4
03:37:08;9.4
03:37:09;9.4
03:37:16;9.4
03:47:07;9.5
03:47:08;9.5
03:47:12;9.5
03:47:16;9.5
03:57:07;9.7
