time;aussen
00:06:59;7.6
00:07:04;7.6
00:07:08;7.6
00:16:59;7.7
00:17:00;7.7
00:17:01;7.7
00:17:06;7.7
00:17:08;7.7
00:26:59;7.8
00:27:04;7.8
00:27:08;7.8
00:36:59;7.6
00:37:01;7.6
00:37:08;7.6
00:46:59;7.4
00:47:00;7.4
00:47:01;7.4
00:47:03;7.4
00:47:06;7.4
00:47:08;7.4
00:57:02;7.4
00:57:03;7.4
00:57:04;7.4
00:57:06;7.4
00:57:08;7.4
01:06:59;7.3
01:07:00;7.3
01:07:01;7.3
01:07:03;7.3
01:07:04;7.3
01:07:06;7.3
01:07:08;7.3
01:16:59;7.1
01:17:00;7.1
01:17:02;7.1
01:17:03;7.1
01:17:04;7.1
01:17:08;7.1
01:26:59;7.2
01:27:00;7.2
01:27:01;7.2
01:27:04;7.2
01:27:06;7.2
01:27:08;7.2
01:37:00;7.2
01:37:01;7.2
01:37:02;7.2
01:37:04;7.2
01:37:08;7.2
01:56:59;7.1
01:57:00;7.1
01:57:04;7.1
01:57:06;7.1
01:57:08;7.1
02:06:59;7.2
02:07:03;7.2
02:07:06;7.2
02:07:08;7.2
02:17:00;7.2
02:17:03;7.2
02:17:04;7.2
02:17:08;7.2
02:26:59;7.1
02:27:01;7.1
02:27:03;7.1
02:27:06;7.1
02:27:08;7.1
02:36:59;7.2
02:37:00;7.2
02:37:01;7.2
02:37:02;7.2
02:37:08;7.2
02:46:59;7.1
02:47:00;7.1
02:47:04;7.1
02:47:08;7.1
02:56:59;7.2
02:57:03;7.2
02:57:08;7.2
03:07:00;7.2
03:07:01;7.2
03:07:03;7.2
03:07:08;7.2
03:16:59;6.5
03:17:01;6.5
03:17:02;6.5
03:17:03;6.5
03:17:04;6.5
03:17:08;6.5
03:26:59;4.2
03:27:00;4.2
03:27:01;4.2
03:27:03;4.2
03:27:04;4.2
03:27:06;4.2
03:27:08;4.2
03:36:59;4.1
03:37:01;4.1
03:37:02;4.1
03:37:03;4.1
03:37:06;4.1
03:37:08;4.1
03:46:59;4.2
03:47:00;4.2
03:47:01;4.2
03:47:03;4.2
03:47:04;4.2
03:47:06;4.2
03:47:08;4.2
03:56:59;4.4
03:57:00;4.4
03:57:06;4.4
03:57:08;4.4
04:06:59;4.7
04:07:01;4.7
04:07:03;4.7
04:07:08;4.7
04:16:59;4.8
04:17:00;4.8
04:17:01;4.8
04:17:02;4.8
04:17:06;4.8
04:17:08;4.8
04:27:00;4.8
