time;aussen
00:06:53;0.3
00:06:54;0.3
00:06:55;0.3
00:06:58;0.3
00:07:00;0.3
00:07:01;0.3
00:16:52;0.5
00:16:54;0.5
00:16:55;0.5
00:16:56;0.5
00:16:57;0.5
00:26:53;0.5
00:26:56;0.5
00:36:53;0.5
00:36:54;0.5
00:36:55;0.5
00:36:56;0.5
00:36:57;0.5
00:36:59;0.5
00:46:52;0.6
00:46:53;0.6
00:46:54;0.6
00:46:56;0.6
00:46:57;0.6
00:46:59;0.6
00:56:52;0.5
00:56:53;0.5
00:56:54;0.5
00:56:56;0.5
00:56:57;0.5
00:57:01;0.5
01:06:53;0.5
01:06:54;0.5
01:06:56;0.5
01:06:59;0.5
01:07:01;0.5
01:16:52;0.4
01:16:53;0.4
01:16:55;0.4
01:16:56;0.4
01:16:59;0.4
01:17:01;0.4
01:26:53;0.4
01:26:54;0.4
01:26:56;0.4
01:26:59;0.4
01:27:01;0.4
01:36:52;0.5
01:36:53;0.5
01:36:54;0.5
01:36:59;0.5
01:37:01;0.5
01:46:52;0.7
01:46:53;0.7
01:46:57;0.7
01:46:59;0.7
01:47:01;0.7
01:56:52;0.8
01:56:53;0.8
01:56:54;0.8
01:56:56;0.8
01:56:57;0.8
01:56:59;0.8
02:06:52;0.9
02:06:54;0.9
02:06:56;0.9
02:06:59;0.9
02:16:56;0.9
02:16:57;0.9
02:16:59;0.9
02:26:53;0.9
02:26:54;0.9
02:26:55;0.9
02:26:57;0.9
02:27:01;0.9
02:36:53;0.9
02:36:54;0.9
02:36:56;0.9
02:36:57;0.9
02:36:59;0.9
02:37:01;0.9
02:46:54;0.9
02:47:01;0.9
02:56:53;0.9
02:56:54;0.9
02:56:59;0.9
02:57:01;0.9
03:06:53;0.9
03:06:54;0.9
03:06:55;0.9
03:06:56;0.9
03:06:59;0.9
03:07:01;0.9
03:16:53;0.9
03:16:54;0.9
03:16:55;0.9
03:16:56;0.9
03:16:59;0.9
03:17:01;0.9
03:26:52;1.0
03:26:53;1.0
03:26:56;1.0
03:26:59;1.0
03:27:01;1.0
03:36:52;1.1
03:36:54;1.1
03:36:55;1.1
03:36:56;1.1
03:36:57;1.1
03:36:59;1.1
03:37:01;1.1
03:46:53;1.1
03:46:55;1.1
03:46:59;1.1
03:56:52;1.2
03:56:53;1.2
03:56:54;1.2
03:56:56;1.2
03:57:01;1.2
04:06:52;1.1
04:06:56;1.1
04:06:57;1.1
04:06:59;1.1
04:07:01;1.1
04:16:57;1.1
04:17:01;1.1
04:26:52;1.2
04:26:53;1.2
04:26:54;1.2
04:26:57;1.2
04:26:59;1.2
04:27:01;1.2
04:36:53;1.2
04:36:55;1.2
04:36:56;1.2
04:37:01;1.2
04:46:53;1.2
04:46:55;1.2
04:46:56;1.2
04:46:59;1.2
04:47:01;1.2
04:56:52;1.3
04:56:54;1.3
04:56:59;1.3
04:57:01;1.3
05:06:52;1.5
05:06:53;1.5
05:06:56;1.5
05:06:57;1.5
05:07:01;1.5
05:16:52;1.6
05:16:53;1.6
05:16:54;1.6
05:16:57;1.6
05:16:59;1.6
05:17:01;1.6
05:26:52;1.8
05:26:53;1.8
05:26:54;1.8
05:26:56;1.8
05:26:57;1.8
05:26:59;1.8
05:27:01;1.8
05:36:53;1.8
05:36:54;1.8
05:36:55;1.8
05:36:57;1.8
05:37:01;1.8
05:46:55;1.8
05:46:57;1.8
05:47:01;1.8
05:56:52;1.9
05:56:53;1.9
05:56:54;1.9
05:56:55;1.9
05:56:59;1.9
05:57:01;1.9
06:06:53;1.9
06:06:54;1.9
06:06:56;1.9
06:06:57;1.9
06:06:59;1.9
06:07:01;1.9
06:16:52;2.0
06:16:53;2.0
06:16:54;2.0
06:16:55;2.0
06:16:57;2.0
06:26:53;2.0
06:26:54;2.0
06:26:56;2.0
06:26:57;2.0
06:26:59;2.0
06:27:01;2.0
06:36:52;2.1
06:36:53;2.1
06:36:54;2.1
06:36:57;2.1
06:36:59;2.1
06:37:01;2.1
06:46:52;2.2
06:46:53;2.2
06:46:54;2.2
06:46:57;2.2
06:56:55;2.2
06:56:56;2.2
06:56:57;2.2
06:56:59;2.2
06:57:01;2.2
07:06:52;2.3
07:06:53;2.3
07:06:54;2.3
07:06:57;2.3
07:06:59;2.3
07:07:01;2.3
07:16:52;2.4
07:16:53;2.4
07:16:54;2.4
07:16:57;2.4
07:17:01;2.4
07:26:53;2.2
07:26:54;2.2
07:26:59;2.2
07:27:02;2.2
07:36:52;2.4
07:36:54;2.4
07:37:01;2.4
07:46:53;2.4
07:46:54;2.4
07:46:59;2.4
07:47:01;2.4
07:56:52;2.6
07:56:53;2.6
07:56:54;2.6
07:56:55;2.6
07:56:59;2.6
07:57:01;2.6
08:06:52;2.5
08:06:53;2.5
08:06:54;2.5
08:06:55;2.5
08:06:57;2.5
08:07:01;2.5
08:16:52;2.6
08:16:54;2.6
08:16:57;2.6
08:17:01;2.6
08:26:53;2.6
08:26:55;2.6
08:26:56;2.6
08:26:59;2.6
08:27:01;2.6
08:36:52;2.4
08:36:53;2.4
08:36:54;2.4
08:36:55;2.4
08:36:56;2.4
08:36:57;2.4
08:36:59;2.4
08:37:01;2.4
08:46:52;2.6
08:46:53;2.6
08:46:54;2.6
08:46:55;2.6
08:46:56;2.6
08:46:59;2.6
08:56:53;2.6
08:56:54;2.6
08:56:55;2.6
08:56:56;2.6
08:56:57;2.6
08:56:59;2.6
08:57:01;2.6
09:06:52;2.7
09:06:53;2.7
09:06:54;2.7
09:06:55;2.7
09:06:56;2.7
09:06:57;2.7
09:06:59;2.7
09:07:01;2.7
09:16:52;2.6
09:16:53;2.6
09:16:54;2.6
09:16:55;2.6
09:16:57;2.6
09:16:59;2.6
09:17:01;2.6
09:26:52;2.7
09:26:53;2.7
09:26:54;2.7
09:26:57;2.7
09:26:59;2.7
09:27:01;2.7
09:36:52;2.8
09:36:53;2.8
09:36:54;2.8
09:36:55;2.8
09:36:56;2.8
09:36:59;2.8
09:37:01;2.8
09:46:53;2.8
09:46:54;2.8
09:46:56;2.8
09:46:59;2.8
09:47:01;2.8
09:56:53;2.8
09:56:54;2.8
09:56:59;2.8
09:57:01;2.8
10:06:52;3.0
10:06:53;3.0
10:06:54;3.0
10:06:57;3.0
10:06:59;3.0
10:16:52;3.1
10:16:53;3.1
10:16:54;3.1
10:16:55;3.1
10:16:59;3.1
10:17:01;3.1
10:26:52;3.2
10:26:53;3.2
10:26:54;3.2
10:26:55;3.2
10:26:56;3.2
10:26:59;3.2
10:27:01;3.2
10:36:52;3.5
10:36:53;3.5
10:36:54;3.5
10:36:56;3.5
10:36:57;3.5
10:36:59;3.5
10:37:01;3.5
10:46:52;3.4
10:46:53;3.4
10:46:54;3.4
10:46:55;3.4
10:46:56;3.4
10:46:57;3.4
10:46:59;3.4
10:47:01;3.4
10:56:55;3.4
10:56:56;3.4
10:56:57;3.4
10:57:01;3.4
11:06:52;3.6
11:06:54;3.6
11:06:55;3.6
11:06:56;3.6
11:06:59;3.6
11:16:53;3.6
11:16:54;3.6
11:16:55;3.6
11:16:59;3.6
11:17:01;3.6
11:26:53;3.6
11:26:54;3.6
11:26:56;3.6
11:26:57;3.6
11:27:01;3.6
11:36:53;3.6
11:36:54;3.6
11:36:55;3.6
11:37:01;3.6
11:46:52;4.4
11:46:53;4.4
11:46:54;4.4
11:46:55;4.4
11:46:56;4.4
11:46:57;4.4
11:56:52;4.1
11:56:53;4.1
11:56:54;4.1
11:56:55;4.1
11:56:59;4.1
11:57:01;4.1
12:06:52;4.6
12:06:53;4.6
12:06:55;4.6
12:06:56;4.6
12:06:59;4.6
12:07:01;4.6
12:16:52;4.2
12:16:53;4.2
12:16:54;4.2
12:16:55;4.2
12:16:56;4.2
12:16:57;4.2
12:17:01;4.2
12:26:52;4.4
12:26:53;4.4
12:26:54;4.4
12:26:55;4.4
12:26:59;4.4
12:27:01;4.4
12:36:56;4.4
12:46:52;4.3
12:46:53;4.3
12:46:54;4.3
12:46:56;4.3
12:46:59;4.3
12:47:01;4.3
12:56:52;4.4
12:56:54;4.4
12:56:56;4.4
12:56:59;4.4
12:57:01;4.4
13:06:53;4.4
13:06:54;4.4
13:06:59;4.4
13:07:01;4.4
13:16:52;4.6
13:16:56;4.6
13:16:57;4.6
13:16:59;4.6
13:17:01;4.6
13:26:54;4.6
13:26:56;4.6
13:26:59;4.6
13:27:01;4.6
13:36:52;4.4
13:36:53;4.4
13:36:54;4.4
13:46:52;4.2
13:46:53;4.2
13:46:54;4.2
13:46:57;4.2
13:56:52;4.1
13:56:53;4.1
14:06:52;4.0
14:06:54;4.0
14:06:59;4.0
14:07:01;4.0
14:16:52;4.1
14:16:53;4.1
14:16:55;4.1
14:17:01;4.1
14:26:52;4.2
14:26:54;4.2
14:26:56;4.2
14:26:59;4.2
14:27:01;4.2
14:36:51;4.3
14:36:53;4.3
14:36:57;4.3
14:37:00;4.3
14:46:51;4.0
14:46:55;4.0
14:46:56;4.0
14:46:59;4.0
14:56:51;3.9
14:56:53;3.9
14:56:55;3.9
14:56:56;3.9
14:56:58;3.9
14:57:00;3.9
15:06:51;4.2
15:06:52;4.2
15:06:55;4.2
15:07:00;4.2
15:16:52;4.2
15:16:55;4.2
15:16:56;4.2
15:16:58;4.2
15:17:00;4.2
15:26:51;3.9
15:26:52;3.9
15:26:53;3.9
15:26:58;3.9
15:27:00;3.9
15:36:51;3.7
15:36:53;3.7
15:36:55;3.7
15:36:56;3.7
15:36:58;3.7
15:37:01;3.7
15:46:51;3.8
15:46:53;3.8
15:46:55;3.8
15:46:58;3.8
15:47:00;3.8
15:56:51;3.9
15:56:52;3.9
15:56:53;3.9
15:56:55;3.9
15:56:56;3.9
15:56:58;3.9
16:06:51;3.7
16:06:52;3.7
16:06:53;3.7
16:06:54;3.7
16:06:58;3.7
16:07:00;3.7
16:16:51;3.8
16:16:52;3.8
16:16:53;3.8
16:16:54;3.8
16:16:55;3.8
16:17:00;3.8
16:26:51;3.7
16:26:52;3.7
16:26:53;3.7
16:26:54;3.7
16:26:56;3.7
16:26:58;3.7
16:27:00;3.7
16:36:51;3.9
16:36:52;3.9
16:36:53;3.9
16:36:58;3.9
16:46:51;3.8
16:46:53;3.8
16:46:56;3.8
16:46:58;3.8
16:56:52;3.8
16:56:54;3.8
16:56:56;3.8
16:57:00;3.8
17:06:52;3.8
17:06:53;3.8
17:06:56;3.8
17:06:58;3.8
17:07:00;3.8
17:16:51;3.7
17:16:52;3.7
17:16:53;3.7
17:16:55;3.7
17:16:56;3.7
17:16:58;3.7
17:26:52;3.7
17:26:53;3.7
17:26:55;3.7
17:26:58;3.7
17:27:00;3.7
17:36:51;3.6
17:36:52;3.6
17:36:53;3.6
17:36:56;3.6
17:37:00;3.6
17:46:52;3.6
17:46:53;3.6
17:46:55;3.6
17:46:58;3.6
17:56:53;3.6
17:57:00;3.6
18:06:51;3.7
18:06:53;3.7
18:06:55;3.7
18:06:58;3.7
18:16:52;3.7
18:16:53;3.7
18:16:55;3.7
18:16:58;3.7
18:17:00;3.7
18:26:51;3.6
18:26:53;3.6
18:26:54;3.6
18:26:55;3.6
18:26:58;3.6
18:27:00;3.6
18:36:52;3.6
18:36:53;3.6
18:36:54;3.6
18:36:55;3.6
18:36:56;3.6
18:36:58;3.6
18:37:00;3.6
18:46:51;3.5
18:46:52;3.5
18:46:54;3.5
18:46:55;3.5
18:46:56;3.5
18:46:58;3.5
18:47:00;3.5
18:56:51;3.2
18:56:52;3.2
18:56:54;3.2
18:56:56;3.2
19:06:51;3.4
19:06:52;3.4
19:06:53;3.4
19:06:54;3.4
19:06:55;3.4
19:06:56;3.4
19:06:58;3.4
19:07:00;3.4
19:16:51;3.3
19:16:52;3.3
19:16:54;3.3
19:16:58;3.3
19:17:00;3.3
19:26:51;3.4
19:26:54;3.4
