time;aussen
00:00:37;3,4
00:00:38;3,6
00:00:39;3,6
00:00:40;3,6
00:00:41;3,6
00:00:43;3,6
00:10:38;3,6
00:10:39;3,5
00:10:40;3,5
00:10:46;3,5
00:20:38;3,4
00:20:39;3,4
00:20:41;3,4
00:20:45;3,4
00:30:38;3,6
00:30:39;3,6
00:30:40;3,6
00:30:41;3,6
00:30:42;3,6
00:30:43;3,6
00:30:47;3,6
00:40:37;3,6
00:40:38;3,5
00:40:39;3,5
00:40:41;3,5
00:40:42;3,5
00:40:43;3,5
00:40:47;3,5
00:50:38;3,4
00:50:39;3,4
00:50:40;3,4
00:50:42;3,4
00:50:43;3,4
00:50:47;3,4
01:00:37;3,4
01:00:39;3,4
01:00:42;3,4
01:00:47;3,4
01:10:37;3,4
01:10:39;3,4
01:10:40;3,4
01:10:42;3,4
01:10:43;3,4
01:10:45;3,4
01:10:47;3,4
01:20:37;3,4
01:20:38;3,3
01:20:39;3,3
01:20:40;3,3
01:20:42;3,3
01:30:38;3,2
01:30:39;3,2
01:30:40;3,2
01:30:45;3,2
01:30:47;3,2
01:40:37;3,2
01:40:38;3,1
01:40:39;3,1
01:40:40;3,1
01:40:43;3,1
01:40:45;3,1
01:40:47;3,1
01:50:38;3,0
01:50:39;3,0
01:50:40;3,0
01:50:42;3,0
01:50:43;3,0
01:50:45;3,0
02:00:38;2,9
02:00:39;2,9
02:00:40;2,9
02:00:45;2,9
02:10:38;3,0
02:10:39;3,0
02:10:40;3,0
02:10:41;3,0
02:10:43;3,0
02:10:47;3,0
02:20:37;3,0
02:20:38;2,9
02:20:39;2,9
02:20:40;2,9
02:20:41;2,9
02:20:42;2,9
02:20:47;2,9
02:30:38;2,6
02:30:39;2,6
02:30:40;2,6
02:30:45;2,6
02:30:47;2,6
02:40:37;2,6
02:40:38;2,2
02:40:39;2,2
02:40:40;2,2
02:40:42;2,2
02:40:43;2,2
02:40:45;2,2
02:40:47;2,2
02:50:37;2,2
02:50:38;1,9
02:50:39;1,9
02:50:40;1,9
02:50:43;1,9
02:50:45;1,9
02:50:47;1,9
03:00:37;1,9
03:00:38;1,8
03:00:39;1,8
03:00:42;1,8
03:00:43;1,8
03:00:45;1,8
03:00:47;1,8
03:10:39;1,8
